Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
rocket	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rocks	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rolling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roofs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
room	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rooting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roots	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rosa	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roseal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roses	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rosette	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rosily	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rosy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rotten	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ruff	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rump	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
run	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rushing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rut	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sacerdotal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sadistic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sahara	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
salads	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
saliva	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
salutes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
san	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sanctity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sanguine	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sanity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sarsenet	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
satinize	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
satirical	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
satisfaction	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
saucer	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
savor	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
saxon	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
says	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scarcely	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scarlet	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scattered	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scioned	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scourging	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scowls	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scrutinized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sculpture	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scum	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scythe	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
secessionist	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
secrets	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seduce	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seek	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seemly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seen	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
selection	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sensation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sensitive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sensitized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sentience	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
serene	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
serves	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
service	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sets	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
setting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seven	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sex	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sexual	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shade	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shaft	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sham	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shattered	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shaving	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shavings	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shedding	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shelves	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shielding	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shift	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shines	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shores	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
show	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shows	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shrills	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shrivelled	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shutters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shuttle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
side	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sidle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
siege	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sifting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sigh	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
signals	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
significance	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
silent	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
silk	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
silver	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
similitude	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
simpering	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
simple	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
singing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sisters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sitting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
skeleton	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sketch	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slap	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slayer	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slip	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slipping	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slit	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slivers	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slow	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
smear	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
smelling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
smooth	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
snap	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
snowdrops	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
snows	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
snuffles	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
snug	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
social	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
soft	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
solace	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sold	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
soldier's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
solicitous	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
solitaire	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
somnambulists	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
song	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
songs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sons	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
soothing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sores	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
soul's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sown	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
space	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sparkling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spatial	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spawn	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spawns	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
speck	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spectators	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spectral	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spent	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spill't	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spindle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spirits	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spiritually	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
splinters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
splosh	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spot	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spreads	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sprite	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
spun	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
squat	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stained	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stalactites	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stallion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stamp	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stand	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
standing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stands	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stare	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
staring	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
startled	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
starway	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
statesmanship	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
steep	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stellectric	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stick	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stings	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stirred	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stone	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
storage	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
strains	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
strength	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stretched	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stretching	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
strewn	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
string	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stringing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
striped	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stronger	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
struggle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stubborn	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stuck	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stuff	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
stuffs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sublime	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sublimely	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
subside	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
succeeds	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
suffering	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sugar	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
summit	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sunbonnet	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sunday	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sundays	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
suns	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
superimposed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
supervision	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
support	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
suppose	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
supposed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
surface	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
surpassing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
surprised	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
surreptitiously	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
survivors	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
suspect	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sway	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sweeping	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sweetened	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sweetmeat	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
swimming	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
symbol	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
symmetry	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sympathetic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
synthetic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
table	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tables	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tactful	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tail	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tales	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
taper	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tapers	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tatters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
teach	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tears	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
teas	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
telling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
temples	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tendon	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
terrorism	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
thank	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
theatre	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
theoretic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
thick	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
thigh	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
thorn	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
thoughts	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
threading	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
throats	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
throbbing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
throw	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
thrown	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tid'ly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tied	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tiffs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tinted	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tiptoeing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tis	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tombstones	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tongue	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tongues	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
topped	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
torrential	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tough	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tower	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
toy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
track	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tradition	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
traffic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
trail	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tramp	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
trams	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
transpose	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
traverse	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
traversing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
travestied	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
trees	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
trickle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
tricks	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
trimmed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
trimming	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
trinity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
turn	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ultimate	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ultimately	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ulysses	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
umbilical	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
umbrella	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unaffected	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unassailable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unavoidable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
uncensored	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unconditionally	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
undulating	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
uneventful	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unfamiliar	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unfolding	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unicorn	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unifying	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unimaginable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
uninterpretable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unit	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unite	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
uniting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
universal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unknowing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unknown	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unplumed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unpredicted	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unreliable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unseen	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
unwinged	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
upholstery	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
upkeep	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
upslanting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
useless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
usurers	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vacuum	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vagrance	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vallombrosa	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
variance	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
variously	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vast	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vaulted	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vegetation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vertebrae	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vi	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vibrant	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vibrations	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vienna	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vii	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
viii	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
village	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
viscuous	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
visionless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vital	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vitalized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
void	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
vrose	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wait	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
waiters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
walker	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
walking	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
walls	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wanes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wanton	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
warming	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
warmth	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wash	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
washed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wasted	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wastes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
watchers	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
water	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
waves	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
waxes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ways	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wear	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wearing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wears	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
weed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wheel	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
whereof	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
whimsy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
whirl	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
whirligig	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
whirling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
whirls	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
whispering	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
willing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wills	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wine	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
winged	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
winking	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
winks	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wiping	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wisdom's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
womb	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
women	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wonders	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wool	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
woolen	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
word	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
words	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wore	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
worn	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wounds	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wrap	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wreath	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
wyndham	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
xi	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
xii	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
xiii	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
youth's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
zero	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
zodiac	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
zoo	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
